x(m),y(m)
0.204385,-0.485685
0.21315500000000004,-0.485685
0.221925,-0.485685
0.230695,-0.485685
0.204385,-0.477135
0.21315500000000004,-0.477135
0.221925,-0.477135
0.230695,-0.477135
0.204385,-0.468585
0.21315500000000004,-0.468585
0.221925,-0.468585
0.230695,-0.468585
0.204385,-0.46003499999999997
0.21315500000000004,-0.46003499999999997
0.221925,-0.46003499999999997
0.230695,-0.46003499999999997
0.204385,-0.451485
0.21315500000000004,-0.451485
0.221925,-0.451485
0.230695,-0.451485
0.204385,-0.442935
0.21315500000000004,-0.442935
0.221925,-0.442935
0.230695,-0.442935
0.204385,-0.43438499999999997
0.21315500000000004,-0.43438499999999997
0.221925,-0.43438499999999997
0.230695,-0.43438499999999997
0.204385,-0.42583499999999996
0.21315500000000004,-0.42583499999999996
0.221925,-0.42583499999999996
0.230695,-0.42583499999999996
0.204385,-0.41728499999999996
0.21315500000000004,-0.41728499999999996
0.221925,-0.41728499999999996
0.230695,-0.41728499999999996
0.204385,-0.408735
0.21315500000000004,-0.408735
0.221925,-0.408735
0.230695,-0.408735
0.204385,-0.400185
0.21315500000000004,-0.400185
0.221925,-0.400185
0.230695,-0.400185
0.204385,-0.391635
0.21315500000000004,-0.391635
0.221925,-0.391635
0.230695,-0.391635
0.204385,-0.38308499999999995
0.21315500000000004,-0.38308499999999995
0.221925,-0.38308499999999995
0.230695,-0.38308499999999995
0.204385,-0.37453499999999995
0.21315500000000004,-0.37453499999999995
0.221925,-0.37453499999999995
0.230695,-0.37453499999999995
0.204385,-0.365985
0.21315500000000004,-0.365985
0.221925,-0.365985
0.230695,-0.365985
0.204385,-0.357435
0.21315500000000004,-0.357435
0.221925,-0.357435
0.230695,-0.357435
0.204385,-0.348885
0.21315500000000004,-0.348885
0.221925,-0.348885
0.230695,-0.348885
0.204385,-0.340335
0.21315500000000004,-0.340335
0.221925,-0.340335
0.230695,-0.340335
0.204385,-0.33178500000000005
0.21315500000000004,-0.33178500000000005
0.221925,-0.33178500000000005
0.230695,-0.33178500000000005
0.204385,-0.323235
0.21315500000000004,-0.323235
0.221925,-0.323235
0.230695,-0.323235
0.204385,-0.314685
0.21315500000000004,-0.314685
0.221925,-0.314685
0.230695,-0.314685
0.204385,-0.306135
0.21315500000000004,-0.306135
0.221925,-0.306135
0.230695,-0.306135
0.204385,-0.29758500000000004
0.21315500000000004,-0.29758500000000004
0.221925,-0.29758500000000004
0.230695,-0.29758500000000004
0.204385,-0.28903500000000004
0.21315500000000004,-0.28903500000000004
0.221925,-0.28903500000000004
0.230695,-0.28903500000000004
0.204385,-0.28048500000000004
0.21315500000000004,-0.28048500000000004
0.221925,-0.28048500000000004
0.230695,-0.28048500000000004
0.204385,-0.271935
0.21315500000000004,-0.271935
0.221925,-0.271935
0.230695,-0.271935
0.204385,-0.263385
0.21315500000000004,-0.263385
0.221925,-0.263385
0.230695,-0.263385
0.204385,-0.254835
0.21315500000000004,-0.254835
0.221925,-0.254835
0.230695,-0.254835
